Foerdersumme,link_total_sum,Begünstigter,link_company,Landkreis,link_location,BundesLand,link_lander,company_url,basis_praemie
"2.684.913,27",,"Stadt Borken – 46325 Borken, Stadt",/karten/agrarsubventionen_2021-empfaenger20f003b180f6e2add2f5237237815627.html,"Borken, Kreis","/karten/borken,_kreis-agrarsubventionen_2021-landkreis_5554.html",Nordrhein-Westfalen,/karten/nordrhein-westfalen-agrarsubventionen_2021-bundesland_0376b90efccf6a11e5c2ab073c62b120.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger20f003b180f6e2add2f5237237815627.html,"2.684.913,27 €"
"2.679.708,73",,Elbe-Obst Erzeugerorganisation r.V. – 21723 Hollern-Twielenfleth,/karten/agrarsubventionen_2021-empfaenger48b6b2cfd1744d0b13e2561b4b171bef.html,"Stade, Landkreis","/karten/stade,_landkreis-agrarsubventionen_2021-landkreis_3359.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger48b6b2cfd1744d0b13e2561b4b171bef.html,"2.679.708,73 €"
"2.666.002,72",,"Stadt Ahaus – 48683 Ahaus, Stadt",/karten/agrarsubventionen_2021-empfaenger8b076f9ca362052b2f3ecb443bcab3d0.html,"Borken, Kreis","/karten/borken,_kreis-agrarsubventionen_2021-landkreis_5554.html",Nordrhein-Westfalen,/karten/nordrhein-westfalen-agrarsubventionen_2021-bundesland_0376b90efccf6a11e5c2ab073c62b120.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger8b076f9ca362052b2f3ecb443bcab3d0.html,"2.641.275,88 €"
"2.394.653,65",,Wasser-und Bodenverband Oberland Calau – 03096 Burg (Spreewald)/Bórkowy (Blota),/karten/agrarsubventionen_2021-empfaengered84a52a27dfab59b2365d9309b5a3e3.html,"Spree-Neiße, Landkreis","/karten/spree-neiße,_landkreis-agrarsubventionen_2021-landkreis_12071.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengered84a52a27dfab59b2365d9309b5a3e3.html,"2.394.653,65 €"
"2.379.708,99",,"Agrargenossenschaft ""Rhönperle"" eG Bremen – 36419 Geisa, Stadt",/karten/agrarsubventionen_2021-empfaengerf674a145208dbc57ac488152e907111e.html,Wartburgkreis,/karten/wartburgkreis-agrarsubventionen_2021-landkreis_16063.html,Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerf674a145208dbc57ac488152e907111e.html,"878.662,90 €"
"2.321.965,49",,"Landkreis Jerichower Land – 39288 Burg, Stadt",/karten/agrarsubventionen_2021-empfaenger988852810683ed78888fda6a4dd49aa2.html,"Jerichower Land, Landkreis","/karten/jerichower_land,_landkreis-agrarsubventionen_2021-landkreis_15086.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger988852810683ed78888fda6a4dd49aa2.html,"2.269.185,32 €"
"2.232.025,15",,"HVG Hopfenverwertungsgenossenschaft e.G. – 85283 Wolnzach, M",/karten/agrarsubventionen_2021-empfaenger4a2e61c2ac8150ffb65ef0f6bebdae5e.html,"Pfaffenhofen a.d.Ilm, Landkreis","/karten/pfaffenhofen_a.d.ilm,_landkreis-agrarsubventionen_2021-landkreis_9186.html",Bayern,/karten/bayern-agrarsubventionen_2021-bundesland_51150b7b6309d23b7d292c0be9fd3f21.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger4a2e61c2ac8150ffb65ef0f6bebdae5e.html,"2.232.025,15 €"
"2.096.116,45",,"Burgenlandkreis – 06618 Naumburg (Saale), Stadt",/karten/agrarsubventionen_2021-empfaengeree61bb1bf6b2f2575f0ff60e3573b6fd.html,Burgenlandkreis,/karten/burgenlandkreis-agrarsubventionen_2021-landkreis_15084.html,Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengeree61bb1bf6b2f2575f0ff60e3573b6fd.html,"1.999.772,71 €"
"2.091.140,56",,"Agrargen. Radensdorf eG – 15907 Lübben (Spreewald) / Lubin (Blota), Stadt",/karten/agrarsubventionen_2021-empfaenger304266e2f35f53a27d3bd46ff9ab3c20.html,"Dahme-Spreewald, Landkreis","/karten/dahme-spreewald,_landkreis-agrarsubventionen_2021-landkreis_12061.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger304266e2f35f53a27d3bd46ff9ab3c20.html,"721.789,40 €"
"2.067.727,85",,"Staatsbetrieb Sachsenforst – 01796 Pirna, Stadt",/karten/agrarsubventionen_2021-empfaengera0dba0d797a46e31d105b6250ab7ee50.html,"Sächsische Schweiz-Osterzgebirge, Landkreis","/karten/sächsische_schweiz-osterzgebirge,_landkreis-agrarsubventionen_2021-landkreis_14628.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengera0dba0d797a46e31d105b6250ab7ee50.html,"2.067.727,85 €"
"3.368.459,38",,"Landkreis Stendal – 39576 Stendal, Hansestadt",/karten/agrarsubventionen_2021-empfaenger88086a254272d8e798396d1a5a9b4fd3.html,"Stendal, Landkreis","/karten/stendal,_landkreis-agrarsubventionen_2021-landkreis_15090.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger88086a254272d8e798396d1a5a9b4fd3.html,"3.107.768,77 €"
"3.336.663,93",,"Thüringer Ministerium für Infrastruktur und Landwirtschaft – 99096 Erfurt, Stadt",/karten/agrarsubventionen_2021-empfaengera7a7c175ca70c1cd736f9a867d012bd6.html,"Erfurt, Kreisfreie Stadt","/karten/erfurt,_kreisfreie_stadt-agrarsubventionen_2021-landkreis_16051.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengera7a7c175ca70c1cd736f9a867d012bd6.html,"2.235.448,44 €"
"3.228.789,31",,Agraset-Agrargenossenschaft eG Naundorf vertreten durch den Vorstand – 09306 Erlau,/karten/agrarsubventionen_2021-empfaenger5140f4de9dee4df869cd12c8bf242b42.html,"Mittelsachsen, Landkreis","/karten/mittelsachsen,_landkreis-agrarsubventionen_2021-landkreis_14522.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger5140f4de9dee4df869cd12c8bf242b42.html,"838.059,59 €"
"3.186.829,27",,Wasser-und Bodenverband Nördlicher Spreewald – 15910 Bersteland,/karten/agrarsubventionen_2021-empfaenger2c379be8efabeffb87c438c988aea872.html,"Dahme-Spreewald, Landkreis","/karten/dahme-spreewald,_landkreis-agrarsubventionen_2021-landkreis_12061.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2c379be8efabeffb87c438c988aea872.html,"3.186.829,27 €"
"3.051.771,71",,"Stadt Gronau – 48599 Gronau (Westf.), Stadt",/karten/agrarsubventionen_2021-empfaenger3f5add79086257b908806b32ae8dbdab.html,"Borken, Kreis","/karten/borken,_kreis-agrarsubventionen_2021-landkreis_5554.html",Nordrhein-Westfalen,/karten/nordrhein-westfalen-agrarsubventionen_2021-bundesland_0376b90efccf6a11e5c2ab073c62b120.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger3f5add79086257b908806b32ae8dbdab.html,"3.051.771,71 €"
"2.839.811,67",,Pilzland Vertriebs GmbH – 49429 Visbek,/karten/agrarsubventionen_2021-empfaenger58bc12b7e9725cb3c96b22a39c37cf7d.html,"Vechta, Landkreis","/karten/vechta,_landkreis-agrarsubventionen_2021-landkreis_3460.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger58bc12b7e9725cb3c96b22a39c37cf7d.html,"2.839.811,67 €"
"2.827.525,06",,"Gartenbauzentrale Papenburg eG – 26871 Papenburg, Stadt",/karten/agrarsubventionen_2021-empfaenger244fd46e36c0db04641d09d6a9c7cd32.html,"Emsland, Landkreis","/karten/emsland,_landkreis-agrarsubventionen_2021-landkreis_3454.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger244fd46e36c0db04641d09d6a9c7cd32.html,"2.827.525,06 €"
"2.743.884,82",,"Stiftung Schl.-Hlst. Landesmuseen – 24837 Schleswig, Stadt",/karten/agrarsubventionen_2021-empfaenger2eb6fd89f2548b1cd3046f59cfd656bd.html,"Schleswig-Flensburg, Landkreis","/karten/schleswig-flensburg,_landkreis-agrarsubventionen_2021-landkreis_1059.html",Schleswig-Holstein,/karten/schleswig-holstein-agrarsubventionen_2021-bundesland_b20684bddefbc33f6db8d8adbf6bc4e7.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2eb6fd89f2548b1cd3046f59cfd656bd.html,"1.023,17 €"
"2.742.570,57",,"Landesforst Mecklenburg-Vorpommern – 17139 Malchin, Stadt",/karten/agrarsubventionen_2021-empfaenger303b7fdba46fa1d2714fed36f652afc2.html,Landkreis Mecklenburgische Seenplatte,/karten/landkreis_mecklenburgische_seenplatte-agrarsubventionen_2021-landkreis_13071.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger303b7fdba46fa1d2714fed36f652afc2.html,"131.983,97 €"
"2.688.560,69",,"MLUL – 14467 Potsdam, Stadt",/karten/agrarsubventionen_2021-empfaengerdcae0587d12f6f5ab9248b9e17803583.html,"Potsdam, Kreisfreie Stadt","/karten/potsdam,_kreisfreie_stadt-agrarsubventionen_2021-landkreis_12054.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerdcae0587d12f6f5ab9248b9e17803583.html,"2.688.560,69 €"
"6.602.331,80",,"NLWKN – 26506 Norden, Stadt",/karten/agrarsubventionen_2021-empfaengercf8fd4985a85e17d02e75537a81f7574.html,"Aurich, Landkreis","/karten/aurich,_landkreis-agrarsubventionen_2021-landkreis_3452.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengercf8fd4985a85e17d02e75537a81f7574.html,"8.783,94 €"
"5.602.613,02",,"Erzeugerorganisation für Obst und Gemüse – 19055 Schwerin, Landeshauptstadt",/karten/agrarsubventionen_2021-empfaengerdcf92c698f63e8076886423f7c89474f.html,"Kreisfreie Stadt Schwerin, Landeshauptstadt","/karten/kreisfreie_stadt_schwerin,_landeshauptstadt-agrarsubventionen_2021-landkreis_13004.html",Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerdcf92c698f63e8076886423f7c89474f.html,"5.602.613,02 €"
"5.478.107,71",,"Landkreis Börde Natur- und Umweltamt – 39340 Haldensleben, Stadt",/karten/agrarsubventionen_2021-empfaenger3944d8c8bf464d5b1027ae800e4617a2.html,"Börde, Landkreis","/karten/börde,_landkreis-agrarsubventionen_2021-landkreis_15083.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger3944d8c8bf464d5b1027ae800e4617a2.html,"5.075.548,82 €"
"5.078.589,18",,"Erzeugergroßmarkt Langförden-Oldenburg eG – 49377 Vechta, Stadt",/karten/agrarsubventionen_2021-empfaenger5061a67afda5c140f34b287bc28fb24b.html,"Vechta, Landkreis","/karten/vechta,_landkreis-agrarsubventionen_2021-landkreis_3460.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger5061a67afda5c140f34b287bc28fb24b.html,"5.078.589,18 €"
"5.078.046,14",,EO Spargel &Beerenfrüchte GmbH – 14797 Kloster Lehnin,/karten/agrarsubventionen_2021-empfaengerf956b4dbf679ee161cc4c4b827f7484d.html,"Potsdam-Mittelmark, Landkreis","/karten/potsdam-mittelmark,_landkreis-agrarsubventionen_2021-landkreis_12069.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerf956b4dbf679ee161cc4c4b827f7484d.html,"5.078.046,14 €"
"5.062.154,94",,"Staatliches Bau- und Liegenschaftsamt – 18055 Rostock, Hanse- und Universitätsstadt",/karten/agrarsubventionen_2021-empfaenger91d72d922ab557958c95a08f120204e8.html,"Kreisfreie Stadt Rostock, Hansestadt","/karten/kreisfreie_stadt_rostock,_hansestadt-agrarsubventionen_2021-landkreis_13003.html",Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger91d72d922ab557958c95a08f120204e8.html,"5.062.154,94 €"
"4.494.491,64",,"Stadt Bocholt – 46372 Bocholt, Stadt",/karten/agrarsubventionen_2021-empfaenger96901d8a1413e0d05063a2a7830b0af7.html,"Borken, Kreis","/karten/borken,_kreis-agrarsubventionen_2021-landkreis_5554.html",Nordrhein-Westfalen,/karten/nordrhein-westfalen-agrarsubventionen_2021-bundesland_0376b90efccf6a11e5c2ab073c62b120.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger96901d8a1413e0d05063a2a7830b0af7.html,"4.494.491,64 €"
"4.229.380,42",,"Zweckverband Breitband Altmark – 29410 Salzwedel, Hansestadt",/karten/agrarsubventionen_2021-empfaengere45809c95a1ed2e98cdd1d5a269fea13.html,Altmarkkreis Salzwedel,/karten/altmarkkreis_salzwedel-agrarsubventionen_2021-landkreis_15081.html,Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengere45809c95a1ed2e98cdd1d5a269fea13.html,"4.229.380,42 €"
"3.695.427,44",,"Stadt Beelitz – 14547 Beelitz, Stadt",/karten/agrarsubventionen_2021-empfaenger26072b6a7e5ca0a247a1c763946d37d0.html,"Potsdam-Mittelmark, Landkreis","/karten/potsdam-mittelmark,_landkreis-agrarsubventionen_2021-landkreis_12069.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger26072b6a7e5ca0a247a1c763946d37d0.html,"3.695.427,44 €"
"3.652.411,17",,"Landkreis Wittenberg – 06886 Wittenberg, Lutherstadt",/karten/agrarsubventionen_2021-empfaengerd107d5b6515c934a1957db59b0f2a100.html,"Wittenberg, Landkreis","/karten/wittenberg,_landkreis-agrarsubventionen_2021-landkreis_15091.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerd107d5b6515c934a1957db59b0f2a100.html,"3.539.042,36 €"
"14.374.680,49",,"Landesamt für Umwelt  (LfU) – 14476 Potsdam, Stadt",/karten/agrarsubventionen_2021-empfaengerebf6bcece1c0fbe5bc8242ee3e03e8c5.html,"Potsdam, Kreisfreie Stadt","/karten/potsdam,_kreisfreie_stadt-agrarsubventionen_2021-landkreis_12054.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerebf6bcece1c0fbe5bc8242ee3e03e8c5.html,"11.440.534,05 €"
"13.036.203,77",,"Landesbetr. f.Hochwasserschutz u. Wasserwirtsch. (LHW) – 39104 Magdeburg, Landeshauptstadt",/karten/agrarsubventionen_2021-empfaenger32809e0590643441b0d9780d485d3a6c.html,"Magdeburg, Kreisfreie Stadt","/karten/magdeburg,_kreisfreie_stadt-agrarsubventionen_2021-landkreis_15003.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger32809e0590643441b0d9780d485d3a6c.html,"12.398.969,93 €"
"12.649.000,18",,"Land Mecklenburg-Vorpommern Ministerium für – 19061 Schwerin, Landeshauptstadt",/karten/agrarsubventionen_2021-empfaenger22becefcfe9631bdec63c6f251515d00.html,"Kreisfreie Stadt Schwerin, Landeshauptstadt","/karten/kreisfreie_stadt_schwerin,_landeshauptstadt-agrarsubventionen_2021-landkreis_13004.html",Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger22becefcfe9631bdec63c6f251515d00.html,"66.960,81 €"
"11.627.751,47",,Pfalzmarkt für Obst- und Gemüse eG – 67112 Mutterstadt,/karten/agrarsubventionen_2021-empfaengerdeaa1f68835ed0e125a8f75ad553f6b4.html,Rhein-Pfalz-Kreis,/karten/rhein-pfalz-kreis-agrarsubventionen_2021-landkreis_7338.html,Rheinland-Pfalz,/karten/rheinland-pfalz-agrarsubventionen_2021-bundesland_1e48bdafa9f37c0c2195f630131a1aec.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerdeaa1f68835ed0e125a8f75ad553f6b4.html,"11.627.751,47 €"
"8.961.872,37",,"ML-Verwaltungsbehörde/Ref. 305 – 30169 Hannover, Landeshauptstadt",/karten/agrarsubventionen_2021-empfaenger9766e0c05b177b757823d283ecd7dc00.html,"Region Hannover, Landkreis","/karten/region_hannover,_landkreis-agrarsubventionen_2021-landkreis_3241.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger9766e0c05b177b757823d283ecd7dc00.html,"8.961.872,37 €"
"8.190.050,72",,"Landesbetrieb für Küstenschutz Nationalpark und Meeresschutz – 25813 Husum, Stadt",/karten/agrarsubventionen_2021-empfaenger4470163d60944758726173c067d67d17.html,"Nordfriesland, Landkreis","/karten/nordfriesland,_landkreis-agrarsubventionen_2021-landkreis_1054.html",Schleswig-Holstein,/karten/schleswig-holstein-agrarsubventionen_2021-bundesland_b20684bddefbc33f6db8d8adbf6bc4e7.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger4470163d60944758726173c067d67d17.html,"8.190.050,72 €"
"7.959.301,03",,"Ministerium f.Ernährung u. Län – 70182 Stuttgart, Landeshauptstadt",/karten/agrarsubventionen_2021-empfaenger05290c637245784fd1964e59699ba342.html,"Stuttgart, Landeshauptstadt, Stadtkreis","/karten/stuttgart,_landeshauptstadt,_stadtkreis-agrarsubventionen_2021-landkreis_8111.html",Baden-Württemberg,/karten/baden-württemberg-agrarsubventionen_2021-bundesland_3de1eff1f013e413457d6de70c7dc493.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger05290c637245784fd1964e59699ba342.html,"7.959.301,03 €"
"7.926.045,44",,"Landesbetrieb Forst Brandenburg – 14473 Potsdam, Stadt",/karten/agrarsubventionen_2021-empfaengerf838e5c2a89af2be3c05f7f0d233cf29.html,"Potsdam, Kreisfreie Stadt","/karten/potsdam,_kreisfreie_stadt-agrarsubventionen_2021-landkreis_12054.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerf838e5c2a89af2be3c05f7f0d233cf29.html,"7.926.045,44 €"
"7.722.477,85",,"SMUL – 01076 Dresden, Stadt",/karten/agrarsubventionen_2021-empfaenger80efb6d66b0385aa8a857ec2d5b77e9c.html,"Potsdam, Kreisfreie Stadt","/karten/potsdam,_kreisfreie_stadt-agrarsubventionen_2021-landkreis_12054.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger80efb6d66b0385aa8a857ec2d5b77e9c.html,"7.722.477,85 €"
"6.633.739,74",,"Landgard Obst + Gemüse GmbH + Co. KG – 47638 Straelen, Stadt",/karten/agrarsubventionen_2021-empfaenger4754cbd51b1116f77b230652b88fe467.html,"Kleve, Kreis","/karten/kleve,_kreis-agrarsubventionen_2021-landkreis_5154.html",Nordrhein-Westfalen,/karten/nordrhein-westfalen-agrarsubventionen_2021-bundesland_0376b90efccf6a11e5c2ab073c62b120.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger4754cbd51b1116f77b230652b88fe467.html,"6.633.739,74 €"
