Foerdersumme,link_total_sum,Begünstigter,link_company,Landkreis,link_location,BundesLand,link_lander,company_url,basis_praemie
"527.688,45",,"Agrar GmbH Usedom & Co. KG – 17406 Usedom, Stadt",/karten/agrarsubventionen_2021-empfaengerdb5b7aa6435c7a67e7a59581bdfde977.html,Landkreis Vorpommern-Greifswald,/karten/landkreis_vorpommern-greifswald-agrarsubventionen_2021-landkreis_13075.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerdb5b7aa6435c7a67e7a59581bdfde977.html,"280.266,94 €"
"527.354,50",,Son-Agro GmbH Sonneborn – 99869 Sonneborn,/karten/agrarsubventionen_2021-empfaenger1cde6d9f973beec74cc2aa83a00ee131.html,"Gotha, Kreis","/karten/gotha,_kreis-agrarsubventionen_2021-landkreis_16067.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger1cde6d9f973beec74cc2aa83a00ee131.html,"344.891,51 €"
"527.076,15",,Agrarproduktion Falkenhagen GmbH – 15306 Falkenhagen (Mark),/karten/agrarsubventionen_2021-empfaenger4d55ea9115b39fdd3ab6e4e6176a7599.html,"Märkisch-Oderland, Landkreis","/karten/märkisch-oderland,_landkreis-agrarsubventionen_2021-landkreis_12064.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger4d55ea9115b39fdd3ab6e4e6176a7599.html,"313.528,75 €"
"527.016,94",,"Agrarunternehmen Lommatzscher Pflege eG vertreten durch den Vorstand – 01623 Lommatzsch, Stadt",/karten/agrarsubventionen_2021-empfaengerb0a51cb70d596fae4448074cd237e1c4.html,"Meißen, Landkreis","/karten/meißen,_landkreis-agrarsubventionen_2021-landkreis_14627.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerb0a51cb70d596fae4448074cd237e1c4.html,"347.362,07 €"
"526.789,23",,Wirtschaftsbetriebe Meppen BIMA – 49762 Lathen,/karten/agrarsubventionen_2021-empfaengerb5fda222343db3223ad9c1be633c3df3.html,"Emsland, Landkreis","/karten/emsland,_landkreis-agrarsubventionen_2021-landkreis_3454.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerb5fda222343db3223ad9c1be633c3df3.html,"347.211,43 €"
"526.773,00",,"Stadtgut Berlin Birkholz KG – 16321 Bernau bei Berlin, Stadt",/karten/agrarsubventionen_2021-empfaenger93ccd1a8217ee7c21f9ffcd50440e521.html,"Barnim, Landkreis","/karten/barnim,_landkreis-agrarsubventionen_2021-landkreis_12060.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger93ccd1a8217ee7c21f9ffcd50440e521.html,"317.202,03 €"
"526.438,48",,Agrargen. Buckau e. G. – 14793 Buckautal,/karten/agrarsubventionen_2021-empfaengerb5bd93156eae5e8e553d214c28438388.html,"Potsdam-Mittelmark, Landkreis","/karten/potsdam-mittelmark,_landkreis-agrarsubventionen_2021-landkreis_12069.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerb5bd93156eae5e8e553d214c28438388.html,"254.193,14 €"
"526.359,94",,"Muldeland Agrar GmbH Bad Dueben vertreten durch den Geschaeftsfuehrer – 04849 Bad Düben, Stadt",/karten/agrarsubventionen_2021-empfaengerbeb9f549eb54bc8be6c2e1bbf3399698.html,"Nordsachsen, Landkreis","/karten/nordsachsen,_landkreis-agrarsubventionen_2021-landkreis_14730.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerbeb9f549eb54bc8be6c2e1bbf3399698.html,"288.865,21 €"
"526.229,40",,Kirchengem. St. Johannis auf Hallig Hooge – 25859 Hallig Hooge,/karten/agrarsubventionen_2021-empfaenger814ee1a948d44a4b8ab8e7faa7504199.html,"Nordfriesland, Landkreis","/karten/nordfriesland,_landkreis-agrarsubventionen_2021-landkreis_1054.html",Schleswig-Holstein,/karten/schleswig-holstein-agrarsubventionen_2021-bundesland_b20684bddefbc33f6db8d8adbf6bc4e7.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger814ee1a948d44a4b8ab8e7faa7504199.html,
"526.110,06",,Agrargenossenschaft Jesewitz eG vertreten durch den Vorstand – 04838 Jesewitz,/karten/agrarsubventionen_2021-empfaenger98c1290add4c4babc3d1faba35c264db.html,"Nordsachsen, Landkreis","/karten/nordsachsen,_landkreis-agrarsubventionen_2021-landkreis_14730.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger98c1290add4c4babc3d1faba35c264db.html,"329.200,40 €"
"526.073,34",,"GbR Kieser – 98673 Eisfeld, Stadt",/karten/agrarsubventionen_2021-empfaengerfa5c4951f93c801f5cc8cce1f6f7de04.html,"Hildburghausen, Kreis","/karten/hildburghausen,_kreis-agrarsubventionen_2021-landkreis_16069.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerfa5c4951f93c801f5cc8cce1f6f7de04.html,"112.745,67 €"
"525.906,06",,AG eG Jübar – 38489 Jübar,/karten/agrarsubventionen_2021-empfaenger22bfc5d774c2bd336513228ae5920fa2.html,Altmarkkreis Salzwedel,/karten/altmarkkreis_salzwedel-agrarsubventionen_2021-landkreis_15081.html,Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger22bfc5d774c2bd336513228ae5920fa2.html,"314.185,97 €"
"525.207,94",,"Voss, Johann-Gustav – 25764 Oesterwurth",/karten/agrarsubventionen_2021-empfaenger7a6c2af8c17442ca142de078f3648a4f.html,"Dithmarschen, Landkreis","/karten/dithmarschen,_landkreis-agrarsubventionen_2021-landkreis_1051.html",Schleswig-Holstein,/karten/schleswig-holstein-agrarsubventionen_2021-bundesland_b20684bddefbc33f6db8d8adbf6bc4e7.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger7a6c2af8c17442ca142de078f3648a4f.html,"135.593,77 €"
"524.718,23",,"Agrargenossenschaft Trebitz/Klein Muckrow eG – 15848 Friedland, Stadt",/karten/agrarsubventionen_2021-empfaenger2cd368b4ceab289493b3ad3ecea06c30.html,"Oder-Spree, Landkreis","/karten/oder-spree,_landkreis-agrarsubventionen_2021-landkreis_12067.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2cd368b4ceab289493b3ad3ecea06c30.html,"314.406,37 €"
"524.669,17",,"Agrargenossenschaft Nöbdenitz e.G. – 04626 Schmölln, Stadt",/karten/agrarsubventionen_2021-empfaengerc15dff2104b8a00cb06b073f8bae77ae.html,"Altenburger Land, Kreis","/karten/altenburger_land,_kreis-agrarsubventionen_2021-landkreis_16077.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerc15dff2104b8a00cb06b073f8bae77ae.html,"345.808,96 €"
"524.641,41",,"Badischer Wein GmbH – 79100 Freiburg im Breisgau, Stadt",/karten/agrarsubventionen_2021-empfaenger4cf58b5edcb716be749bfb0ead0b44a4.html,"Freiburg im Breisgau, Stadtkreis","/karten/freiburg_im_breisgau,_stadtkreis-agrarsubventionen_2021-landkreis_8311.html",Baden-Württemberg,/karten/baden-württemberg-agrarsubventionen_2021-bundesland_3de1eff1f013e413457d6de70c7dc493.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger4cf58b5edcb716be749bfb0ead0b44a4.html,
"524.187,69",,Hromada Agrar KG Suckow – 19376 Suckow,/karten/agrarsubventionen_2021-empfaengerea7c440fad4db88381071822f58678e2.html,Landkreis Ludwigslust-Parchim,/karten/landkreis_ludwigslust-parchim-agrarsubventionen_2021-landkreis_13076.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerea7c440fad4db88381071822f58678e2.html,"260.233,36 €"
"523.565,88",,Agrarprodukte e.G. Altreetz – 16259 Oderaue,/karten/agrarsubventionen_2021-empfaengerd42fb3456fbfd8fbf2ff12e178e29e9d.html,"Märkisch-Oderland, Landkreis","/karten/märkisch-oderland,_landkreis-agrarsubventionen_2021-landkreis_12064.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerd42fb3456fbfd8fbf2ff12e178e29e9d.html,"342.828,94 €"
"523.107,49",,"APB Seebenau eG – 29410 Salzwedel, Hansestadt",/karten/agrarsubventionen_2021-empfaenger545c4bdfab92ff18ce705b252550d2e3.html,Altmarkkreis Salzwedel,/karten/altmarkkreis_salzwedel-agrarsubventionen_2021-landkreis_15081.html,Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger545c4bdfab92ff18ce705b252550d2e3.html,"249.915,97 €"
"523.101,76",,"VTG Sachsen-Anhalt TG Immekath Fl. – 39218 Klötze, Stadt",/karten/agrarsubventionen_2021-empfaenger1ab7a02a3925397a626d4510878dd36c.html,Salzlandkreis,/karten/salzlandkreis-agrarsubventionen_2021-landkreis_15089.html,Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger1ab7a02a3925397a626d4510878dd36c.html,
"522.950,15",,"Agrargenossenschaft Syrau eG vertreten durch den Vorstand – 08547 Plauen, Stadt",/karten/agrarsubventionen_2021-empfaenger5e0b25763245569e310f617bb51ba9c0.html,Vogtlandkreis,/karten/vogtlandkreis-agrarsubventionen_2021-landkreis_14523.html,Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger5e0b25763245569e310f617bb51ba9c0.html,"241.525,54 €"
"522.839,91",,"Agrargenossenschaft ""Werratal"" eG Barchfeld – 36433 Bad Salzungen, Stadt",/karten/agrarsubventionen_2021-empfaenger179ea66e429ba88583c8101593489f26.html,Wartburgkreis,/karten/wartburgkreis-agrarsubventionen_2021-landkreis_16063.html,Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger179ea66e429ba88583c8101593489f26.html,"175.343,39 €"
"522.089,42",,Gemeinde Baltrum – 26579 Baltrum,/karten/agrarsubventionen_2021-empfaengerab800bab206495bd9cb54dd7acb111d7.html,"Aurich, Landkreis","/karten/aurich,_landkreis-agrarsubventionen_2021-landkreis_3452.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerab800bab206495bd9cb54dd7acb111d7.html,
"521.920,68",,"Kath. Kirchengem. St. Maria Magdalena Oderland Spree – 15374 Müncheberg, Stadt",/karten/agrarsubventionen_2021-empfaenger1d855ff5faeb2dd6ba91c0979eb7a9af.html,"Märkisch-Oderland, Landkreis","/karten/märkisch-oderland,_landkreis-agrarsubventionen_2021-landkreis_12064.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger1d855ff5faeb2dd6ba91c0979eb7a9af.html,
"521.880,62",,Ziesendorfer Landbau GbR – 18059 Ziesendorf,/karten/agrarsubventionen_2021-empfaenger276620c725e220094ce830cf95dd30a2.html,"Kreisfreie Stadt Rostock, Hansestadt","/karten/kreisfreie_stadt_rostock,_hansestadt-agrarsubventionen_2021-landkreis_13003.html",Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger276620c725e220094ce830cf95dd30a2.html,"341.850,46 €"
"521.773,59",,"Agrargenossenschaft Nassau e.G. vertreten durch den Vorstand – 09623 Frauenstein, Stadt",/karten/agrarsubventionen_2021-empfaenger716a95ca5c3a39259d7c3aea80463c41.html,"Mittelsachsen, Landkreis","/karten/mittelsachsen,_landkreis-agrarsubventionen_2021-landkreis_14522.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger716a95ca5c3a39259d7c3aea80463c41.html,"238.601,83 €"
"521.590,10",,Agrar-Genossenschaft Bobritzschtal Oberbobr. eG vertreten durch den Vorstand – 09627 Bobritzsch-Hilbersdorf,/karten/agrarsubventionen_2021-empfaengerc0cd963e7dc11b349f219f111c0967b3.html,"Mittelsachsen, Landkreis","/karten/mittelsachsen,_landkreis-agrarsubventionen_2021-landkreis_14522.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerc0cd963e7dc11b349f219f111c0967b3.html,"262.211,65 €"
"521.548,32",,TG Flurb. Bippen-Restrup – 49626 Bippen,/karten/agrarsubventionen_2021-empfaenger699af2c207bda96162b1a60b8ae950f4.html,"Osnabrück, Landkreis","/karten/osnabrück,_landkreis-agrarsubventionen_2021-landkreis_3459.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger699af2c207bda96162b1a60b8ae950f4.html,
"521.109,78",,"Weingut Rings GdbR – 67251 Freinsheim, Stadt",/karten/agrarsubventionen_2021-empfaenger21778e9c5da4c12ed98ccf440210f3c0.html,"Bad Dürkheim, Landkreis","/karten/bad_dürkheim,_landkreis-agrarsubventionen_2021-landkreis_7332.html",Rheinland-Pfalz,/karten/rheinland-pfalz-agrarsubventionen_2021-bundesland_1e48bdafa9f37c0c2195f630131a1aec.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger21778e9c5da4c12ed98ccf440210f3c0.html,"5.265,04 €"
"520.796,40",,"Rinderzucht Lanz-Lenzen AG – 19309 Lenzen (Elbe), Stadt",/karten/agrarsubventionen_2021-empfaenger47c96654be80f15f3dab3c687a9db27a.html,"Prignitz, Landkreis","/karten/prignitz,_landkreis-agrarsubventionen_2021-landkreis_12070.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger47c96654be80f15f3dab3c687a9db27a.html,"319.256,85 €"
"520.648,53",,"TG Heede – 49716 Meppen, Stadt",/karten/agrarsubventionen_2021-empfaengerba25381546a0ce0061017a26f3bdcd4c.html,"Emsland, Landkreis","/karten/emsland,_landkreis-agrarsubventionen_2021-landkreis_3454.html",Niedersachsen,/karten/niedersachsen-agrarsubventionen_2021-bundesland_032f311e743ecca8a33a292f451d151a.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerba25381546a0ce0061017a26f3bdcd4c.html,
"520.244,63",,Landgut Bartow GmbH & Co.KG – 17089 Bartow,/karten/agrarsubventionen_2021-empfaengera7aa2cd1283a0febe1dd025ae8eeed64.html,Landkreis Mecklenburgische Seenplatte,/karten/landkreis_mecklenburgische_seenplatte-agrarsubventionen_2021-landkreis_13071.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengera7aa2cd1283a0febe1dd025ae8eeed64.html,"342.882,01 €"
"520.068,03",,Jänickendorfer Vermarktungs- & Dienstleistungs GmbH – 14947 Nuthe-Urstromtal,/karten/agrarsubventionen_2021-empfaengera790949d3e3c483065ce5ab8a87fd104.html,"Teltow-Fläming, Landkreis","/karten/teltow-fläming,_landkreis-agrarsubventionen_2021-landkreis_12072.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengera790949d3e3c483065ce5ab8a87fd104.html,"175.763,27 €"
"519.764,34",,Agrarbetrieb Karrenzin eG – 19372 Karrenzin,/karten/agrarsubventionen_2021-empfaenger1090731f01d549807d6671d1668940dc.html,Landkreis Ludwigslust-Parchim,/karten/landkreis_ludwigslust-parchim-agrarsubventionen_2021-landkreis_13076.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger1090731f01d549807d6671d1668940dc.html,"258.562,67 €"
"519.069,46",,"Agrargenossens. ""Fiener Bruch"" Rogäsen eG – 14789 Rosenau",/karten/agrarsubventionen_2021-empfaenger305a397e4c09730ea91083a2bbf125da.html,"Potsdam-Mittelmark, Landkreis","/karten/potsdam-mittelmark,_landkreis-agrarsubventionen_2021-landkreis_12069.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger305a397e4c09730ea91083a2bbf125da.html,"317.000,87 €"
"519.032,52",,Agrar GmbH Trebra – 99718 Trebra,/karten/agrarsubventionen_2021-empfaenger455afa104a61887d4420055898ff455b.html,Kyffhäuserkreis,/karten/kyffhäuserkreis-agrarsubventionen_2021-landkreis_16065.html,Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger455afa104a61887d4420055898ff455b.html,"342.080,18 €"
"518.979,49",,"Agrargenossenschaft Forst eG – 03149 Forst (Lausitz)/Barc (Luyca), Stadt",/karten/agrarsubventionen_2021-empfaenger9e5989d979c1aaf91adda89c18e9a9ff.html,"Spree-Neiße, Landkreis","/karten/spree-neiße,_landkreis-agrarsubventionen_2021-landkreis_12071.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger9e5989d979c1aaf91adda89c18e9a9ff.html,"316.102,03 €"
"518.509,93",,"Amt Gartz (Oder) für die Stadt Gartz (Oder) – 16307 Gartz (Oder), Stadt",/karten/agrarsubventionen_2021-empfaenger9b8a5b2c4ae9f16e9019c2bf38a5415c.html,"Uckermark, Landkreis","/karten/uckermark,_landkreis-agrarsubventionen_2021-landkreis_12073.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger9b8a5b2c4ae9f16e9019c2bf38a5415c.html,
"518.222,13",,"Stadt Angermünde Bürgermeister Frederik Bewer – 16278 Angermünde, Stadt",/karten/agrarsubventionen_2021-empfaengere07c9ccb299ce2b8b7aa2243aae39a0f.html,"Uckermark, Landkreis","/karten/uckermark,_landkreis-agrarsubventionen_2021-landkreis_12073.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengere07c9ccb299ce2b8b7aa2243aae39a0f.html,
"517.500,00",,Nordsaat Agrarges.mbH Gutsverwaltung Granskevitz – 18569 Schaprode,/karten/agrarsubventionen_2021-empfaenger91691dffa027e492ad61284821ec1dda.html,Landkreis Vorpommern-Rügen,/karten/landkreis_vorpommern-rügen-agrarsubventionen_2021-landkreis_13073.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger91691dffa027e492ad61284821ec1dda.html,"341.066,36 €"
"517.153,48",,"Landwirtschaftsgenossenschaft ""Seegrund"" e.G. Ahlbeck – 17375 Ahlbeck",/karten/agrarsubventionen_2021-empfaengerc13790b69b8670a14f446fb66bf10301.html,Landkreis Vorpommern-Greifswald,/karten/landkreis_vorpommern-greifswald-agrarsubventionen_2021-landkreis_13075.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengerc13790b69b8670a14f446fb66bf10301.html,"150.717,30 €"
"517.100,34",,Landwirtschaftliche Aktiengesellschaft Küllstedt – 37359 Küllstedt,/karten/agrarsubventionen_2021-empfaenger35f75a47b7ed1a431d77939e8c73296a.html,"Eichsfeld, Kreis","/karten/eichsfeld,_kreis-agrarsubventionen_2021-landkreis_16061.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger35f75a47b7ed1a431d77939e8c73296a.html,"288.763,71 €"
"516.794,70",,Agrarproduktion Frauenprießnitz GmbH & Co. KG – 07774 Frauenprießnitz,/karten/agrarsubventionen_2021-empfaengere3d8872d713d6ad2547d02567b8acd6b.html,Saale-Holzland-Kreis,/karten/saale-holzland-kreis-agrarsubventionen_2021-landkreis_16074.html,Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaengere3d8872d713d6ad2547d02567b8acd6b.html,"339.361,10 €"
"516.380,64",,"Markt Rattelsdorf – 96179 Rattelsdorf, M",/karten/agrarsubventionen_2021-empfaenger5f8cf6c4af8ac8371493e72541b1b48c.html,"Bamberg, Landkreis","/karten/bamberg,_landkreis-agrarsubventionen_2021-landkreis_9471.html",Bayern,/karten/bayern-agrarsubventionen_2021-bundesland_51150b7b6309d23b7d292c0be9fd3f21.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger5f8cf6c4af8ac8371493e72541b1b48c.html,
"516.320,57",,Schoepstal-Agrar GmbH vertreten durch den Geschaeftsfuehrer – 02829 Schöpstal,/karten/agrarsubventionen_2021-empfaenger3d5e59e0191a47d5e9816120bcc3dd01.html,"Görlitz, Landkreis","/karten/görlitz,_landkreis-agrarsubventionen_2021-landkreis_14626.html",Sachsen,/karten/sachsen-agrarsubventionen_2021-bundesland_2b599b5935723d14cbf88a2b4bd8f5db.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger3d5e59e0191a47d5e9816120bcc3dd01.html,"329.438,66 €"
"516.168,66",,"Bio-Rind Meuselbach GmbH – 98744 Schwarzatal, Stadt",/karten/agrarsubventionen_2021-empfaenger46b5d59b8add94f8607f64109d497660.html,"Saalfeld-Rudolstadt, Kreis","/karten/saalfeld-rudolstadt,_kreis-agrarsubventionen_2021-landkreis_16073.html",Thüringen,/karten/thüringen-agrarsubventionen_2021-bundesland_cb2af98b84b51f43e63625bd07976206.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger46b5d59b8add94f8607f64109d497660.html,"114.419,75 €"
"516.166,61",,"Stadt Bebra – 36179 Bebra, Stadt",/karten/agrarsubventionen_2021-empfaenger16086b417a0041ebb4a918e1a998acdc.html,"Hersfeld-Rotenburg, Landkreis","/karten/hersfeld-rotenburg,_landkreis-agrarsubventionen_2021-landkreis_6632.html",Hessen,/karten/hessen-agrarsubventionen_2021-bundesland_b1955bcdd57fab7b269abbb05a7abd51.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger16086b417a0041ebb4a918e1a998acdc.html,
"516.098,59",,"Agrar GmbH Diestelow – 19399 Goldberg, Stadt",/karten/agrarsubventionen_2021-empfaenger69c261d5780ddcfc0bdf7196e7545618.html,Landkreis Ludwigslust-Parchim,/karten/landkreis_ludwigslust-parchim-agrarsubventionen_2021-landkreis_13076.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger69c261d5780ddcfc0bdf7196e7545618.html,"307.856,12 €"
"515.482,27",,"Wutzler, Frank – 15890 Siehdichum",/karten/agrarsubventionen_2021-empfaenger9b0a01ecf579f1aa7796e17a6c1b88cf.html,"Oder-Spree, Landkreis","/karten/oder-spree,_landkreis-agrarsubventionen_2021-landkreis_12067.html",Brandenburg,/karten/brandenburg-agrarsubventionen_2021-bundesland_2ddb2d82267087ce442c1a4a3d972c06.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger9b0a01ecf579f1aa7796e17a6c1b88cf.html,"169.172,67 €"
"515.303,02",,"von Schönborn, Paul – 97353 Wiesentheid, M",/karten/agrarsubventionen_2021-empfaenger1dd1541a6dfe2ac1be5ce9e3206a8ca8.html,"Kitzingen, Landkreis","/karten/kitzingen,_landkreis-agrarsubventionen_2021-landkreis_9675.html",Bayern,/karten/bayern-agrarsubventionen_2021-bundesland_51150b7b6309d23b7d292c0be9fd3f21.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger1dd1541a6dfe2ac1be5ce9e3206a8ca8.html,"153.768,82 €"
"515.149,90",,"Landesamt für Umweltschutz Sachsen-Anhalt – 06116 Halle (Saale), Stadt",/karten/agrarsubventionen_2021-empfaenger2e9d6fac0964129e887edd5ce6e24a0c.html,"Halle (Saale), Kreisfreie Stadt","/karten/halle_(saale),_kreisfreie_stadt-agrarsubventionen_2021-landkreis_15002.html",Sachsen-Anhalt,/karten/sachsen-anhalt-agrarsubventionen_2021-bundesland_26b09cd026477d8cc9e4bf59622979a9.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger2e9d6fac0964129e887edd5ce6e24a0c.html,
"515.091,71",,"LWB Grevesmühlen eG – 23936 Grevesmühlen, Stadt",/karten/agrarsubventionen_2021-empfaenger889806caf51ba4db935a9bc1b1e92e71.html,Landkreis Nordwestmecklenburg,/karten/landkreis_nordwestmecklenburg-agrarsubventionen_2021-landkreis_13074.html,Mecklenburg-Vorpommern,/karten/mecklenburg-vorpommern-agrarsubventionen_2021-bundesland_5a61ca66ef23199eb6afa5e9bb4779f1.html,https://proplanta.de/karten/agrarsubventionen_2021-empfaenger889806caf51ba4db935a9bc1b1e92e71.html,"290.003,72 €"
